author,poem,words,characters
J. FLETCHER.,"Fountain-heads and pathless groves,",4,35
ANON.,"Nor blawing snaw's inclemencie,",4,31
ANON.,On fair Kirconnell lea.,4,23
ANON.,On fair Kirconnell lea.,4,23
ANON.,On fair Kirconnell lea;,4,23
ANON.,On fair Kirconnell lea.,4,23
ANON.,On fair Kirconnell lea.,4,23
R. HERRICK.,And go at last.,4,15
R. HERRICK.,And lose you quite.,4,19
R. HERRICK.,Until the hasting day,4,21
R. HERRICK.,But to the even-song;,4,21
A. MARVELL.,To this delicious solitude.,4,27
A. MARVELL.,Apollo hunted Daphne so,4,23
A. MARVELL.,Withdraws into its happiness;,4,29
A. MARVELL.,Annihilating all that's made,4,28
A. MARVELL.,To wander solitary there:,4,25
J. MILTON.,In Stygian cave forlorn,4,23
J. MILTON.,And the night-raven sings;,4,26
J. MILTON.,"In heaven yclept Euphrosyne,",4,28
J. MILTON.,To ivy-crownéd Bacchus bore:,4,28
J. MILTON.,"Zephyr, with Aurora playing,",4,28
J. MILTON.,"Jest, and youthful jollity,",4,27
J. MILTON.,"The mountain-nymph, sweet Liberty;",4,34
J. MILTON.,In unreprovéd pleasures free;,4,29
J. MILTON.,Or the twisted eglantine:,4,25
J. MILTON.,"Sometime walking, not unseen,",4,29
J. MILTON.,Sometimes with secure delight,4,29
J. MILTON.,"On a sun-shine holy-day,",4,24
J. MILTON.,"Married to immortal verse,",4,26
J. MILTON.,"Hence, vain deluding Joys,",4,26
J. MILTON.,How little you bestead,4,22
J. MILTON.,As thick and numberless,4,23
J. MILTON.,Or likest hovering dreams,4,25
J. MILTON.,To solitary Saturn bore;,4,24
J. MILTON.,"Sober, steadfast, and demure,",4,29
J. MILTON.,"Flowing with majestic train,",4,28
J. MILTON.,"Guiding the fiery-wheeléd throne,",4,33
J. MILTON.,"Most musical, most melancholy!",4,30
J. MILTON.,"Over some wide-water'd shore,",4,29
J. MILTON.,Sometime let gorgeous Tragedy,4,29
J. MILTON.,"Till civil-suited Morn appear,",4,30
J. MILTON.,"And the waters murmuring,",4,25
J. MILTON.,Entice the dewy-feather'd Sleep.,4,32
J. MILTON.,"Of lively portraiture display'd,",4,32
J. MILTON.,"Above, about, or underneath,",4,28
J. MILTON.,"Dissolve me into ecstasies,",4,27
J. MILTON.,"These pleasures, Melancholy, give,",4,34
A. MARVELL.,"Which here enamels everything,",4,30
J. DRYDEN.,By Philip's warlike son—,4,24
J. DRYDEN.,Aloft in awful state,4,20
J. DRYDEN.,The godlike hero sate,4,21
J. DRYDEN.,On his imperial throne;,4,23
J. DRYDEN.,"Happy, happy, happy pair!",4,25
J. DRYDEN.,None but the brave,4,18
J. DRYDEN.,None but the brave,4,18
J. DRYDEN.,Timotheus placed on high,4,24
J. DRYDEN.,Amid the tuneful quire,4,22
J. DRYDEN.,And heavenly joys inspire.,4,26
J. DRYDEN.,Soft pity to infuse:,4,20
J. DRYDEN.,"Fallen, fallen, fallen, fallen,",4,31
J. DRYDEN.,"Never ending, still beginning;",4,30
J. DRYDEN.,Gazed on the fair,4,17
J. DRYDEN.,"Who caused his care,",4,20
J. DRYDEN.,"Revenge, revenge, Timotheus cries,",4,34
J. DRYDEN.,See the Furies arise!,4,21
J. DRYDEN.,Behold a ghastly band,4,21
J. DRYDEN.,Inglorious on the plain:,4,24
J. DRYDEN.,Give the vengeance due,4,22
J. DRYDEN.,To the valiant crew!,4,20
J. DRYDEN.,"Thais led the way,",4,18
T. GRAY.,"Waves her dew-bespangled wing,",4,30
T. GRAY.,His trembling thrilling ecstasy;,4,32
T. GRAY.,Yesterday the sullen year,4,25
A. POPE.,In his own ground.,4,18
A. POPE.,"Together mix'd; sweet recreation,",4,33
A. POPE.,Tell where I lie.,4,17
T. GRAY.,"The pensive Selima, reclined,",4,29
T. GRAY.,Betray'd a golden gleam.,4,24
T. GRAY.,She tumbled headlong in!,4,24
A. PHILIPS.,"Timely blossom, Infant fair,",4,28
A. PHILIPS.,"Yet imagining no ill,",4,21
A. PHILIPS.,To the mother-linnet's note,4,27
A. PHILIPS.,Moduling her slender throat;,4,28
A. PHILIPS.,"Other pleasures, other cares,",4,29
T. GRAY.,"""Cold is Cadwallo's tongue",4,26
T. GRAY.,"Modred, whose magic song",4,24
T. GRAY.,"""Mighty Victor, mighty lord,",4,28
T. GRAY.,The rich repast prepare;,4,24
T. GRAY.,"In bearded majesty, appear.",4,27
T. GRAY.,Attemper'd sweet to virgin-grace.,4,33
T. GRAY.,"""The verse adorn again,",4,23
T. GRAY.,In buskin'd measures move,4,25
ANON.,And Willie's wondrous bonny;,4,28
W. COWPER.,Toll for the Brave!,4,19
W. COWPER.,And she was overset;,4,20
W. COWPER.,Toll for the brave!,4,19
W. COWPER.,Brave Kempenfelt is gone:,4,25
W. COWPER.,When Kempenfeld went down,4,25
W. COWPER.,Weigh the vessel up,4,19
W. COWPER.,"But Kempenfeld is gone,",4,23
W. COWPER.,His victories are o'er;,4,23
H. CAREY.,A Saturday and Monday;,4,22
S. ROGERS.,Remain within its sanctuary!,4,28
M. PRIOR,Upon Euphelia's toilet lay—,4,27
T. GRAY.,"Awake, Aeolian lyre, awake,",4,27
T. GRAY.,From Helicon's harmonious springs,4,33
T. GRAY.,"Now pursuing, now retreating,",4,29
T. GRAY.,Glance their many-twinkling feet.,4,33
T. GRAY.,"In lingering lab'rinths creep,",4,30
T. GRAY.,"Bright-eyed Fancy, hovering o'er,",4,33
T. GRAY.,Sailing with supreme dominion,4,29
W. COLLINS.,An Ode for Music.,4,17
W. COLLINS.,"Exulting, trembling, raging, fainting,",4,38
W. COLLINS.,"Disturb'd, delighted, raised, refined:",4,38
W. COLLINS.,The war-denouncing trumpet took,4,31
W. COLLINS.,"Her soul-subduing voice applied,",4,32
W. COLLINS.,Pale Melancholy sat retired;,4,28
W. COLLINS.,Amidst the festal-sounding shades,4,33
W. COLLINS.,"O Music! Sphere-descended maid,",4,31
W. COLLINS.,"Warm, energetic, chaste, sublime!",4,33
T. GRAY.,"Fair Venus' train, appear,",4,26
T. GRAY.,Disclose the long-expecting flowers,4,35
T. GRAY.,Their gather'd fragrance fling.,4,31
T. GRAY.,"A broader, browner shade,",4,25
T. GRAY.,How indigent the Great!,4,23
T. GRAY.,The panting herds repose:,4,25
T. GRAY.,The busy murmur glows!,4,22
T. GRAY.,Quick-glancing to the sun.,4,26
T. GRAY.,To Contemplation's sober eye,4,28
T. GRAY.,The sportive kind reply:,4,24
R. BURNS.,Which makes thee startle,4,24
R. BURNS.,'S a sma' request:,4,18
R. BURNS.,Baith snell and keen!,4,21
R. BURNS.,"Thou thought to dwell,",4,22
R. BURNS.,Out thro' thy cell.,4,19
R. BURNS.,"But house or hald,",4,18
R. BURNS.,I guess and fear.,4,17
W. COLLINS.,"With brede ethereal wove,",4,25
W. COLLINS.,"O'erhang his wavy bed,",4,22
W. COLLINS.,Thy genial loved return.,4,24
W. COLLINS.,"The pensive Pleasures sweet,",4,28
W. COLLINS.,Prepare thy shadowy car.,4,24
W. COLLINS.,By thy religious gleams.,4,24
W. COLLINS.,Thy dewy fingers draw,4,21
W. COLLINS.,The gradual dusky veil.,4,23
W. COLLINS.,Beneath thy lingering light;,4,28
W. COLLINS.,"Affrights thy shrinking train,",4,30
W. COLLINS.,"Thy gentlest influence own,",4,27
R. BURNS.,The lovely Mary Morison.,4,24
R. BURNS.,"She's gane, like Alexander,",4,27
R. BURNS.,"Return again, fair Lesley,",4,26
R. BURNS.,"The castle o' Montgomery,",4,25
R. BURNS.,Your waters never drumlie!,4,26
R. BURNS.,We tore oursels asunder;,4,24
W. J. MICKLE.,When our gudeman's awa'.,4,24
W. J. MICKLE.,My bishop's satin gown;,4,23
W. J. MICKLE.,My stockins pearly blue;,4,24
W. J. MICKLE.,When our gudeman's awa.,4,23
R. BURNS.,Amang the leafy trees;,4,22
R. BURNS.,John Anderson my jo.,4,20
R. BURNS.,John Anderson my jo.,4,20
LADY NAIRN.,"I'm wearing awa', Jean",4,22
LADY NAIRN.,And I'll welcome you,4,20
T. GRAY.,Her Henry's holy shade;,4,23
T. GRAY.,"A momentary bliss bestow,",4,25
T. GRAY.,What idle progeny succeed,4,25
T. GRAY.,Their murmuring labours ply,4,27
T. GRAY.,Some bold adventurers disdain,4,29
T. GRAY.,Less pleasing when possest;,4,27
T. GRAY.,The little victims play!,4,24
T. GRAY.,Nor care beyond to-day:,4,23
T. GRAY.,"Disdainful Anger, pallid Fear,",4,30
T. GRAY.,And Sorrow's piercing dart.,4,27
T. GRAY.,Condemn'd alike to groan;,4,25
T. GRAY.,"Self-pleasing Folly's idle brood,",4,33
T. GRAY.,By vain Prosperity received,4,27
T. GRAY.,"And Melancholy, silent maid,",4,28
T. GRAY.,"Thy milder influence impart,",4,28
W. COWPER.,"Society, Friendship, and Love",4,29
W. COWPER.,"Divinely bestow'd upon man,",4,27
W. COWPER.,Some cordial endearing report,4,29
W. COWPER.,"And mercy, encouraging thought!",4,31
W. COWPER.,Thy indistinct expressions seem,4,31
G. SEWELL.,The bean-flower's deep-embosom'd sweet,4,38
COLLINS.,May become everlasting to-morrow.,4,33
A L. BARBAULD,Choose thine own time;,4,22
A L. BARBAULD,Bid me Good Morning.,4,20
J. KEATS.,Doubled-lived in regions new?,4,29
J. KEATS.,Seated on Elysian lawns,4,23
J. KEATS.,"Underneath large blue-bells tented,",4,35
J. KEATS.,But divine melodious truth;,4,27
J. KEATS.,Tales and golden histories,4,26
J. KEATS.,"Never slumber'd, never cloying.",4,31
J. KEATS.,Double-lived in regions new!,4,28
S. T. COLERIDGE.,Beside the ruin'd tower.,4,24
S. T. COLERIDGE.,My own dear Genevieve!,4,22
S. T. COLERIDGE.,Amid the lingering light.,4,25
S. T. COLERIDGE.,Subdued and cherish'd long!,4,27
SIR W. SCOTT.,Would grace a summer-queen.,4,27
SIR W. SCOTT.,"Beneath the turrets high,",4,25
SIR W. SCOTT.,"So gallantly you come,",4,22
SIR W. SCOTT.,"Beneath the greenwood bough,",4,28
SIR W. SCOTT.,Would grace a summer-queen.,4,27
LORD BYRON.,"The charméd ocean's pausing,",4,28
LORD BYRON.,As an infant's asleep:,4,22
P.B. SHELLEY.,"To thy chamber-window, Sweet!",4,29
P.B. SHELLEY.,The champak odours fail,4,23
W. WORDSWORTH.,"A lovely apparition, sent",4,25
W. WORDSWORTH.,And steps of virgin-liberty;,4,28
H. COLERIDGE,As many maidens be;,4,19
P.B. SHELLEY.,Ever to burthen thine.,4,22
W. WORDSWORTH.,The difference to me!,4,21
W. WORDSWORTH.,Beside an English fire.,4,23
W. WORDSWORTH.,That Lucy's eyes survey'd.,4,26
W. WORDSWORTH.,To kindle or restrain.,4,22
W. WORDSWORTH.,Of mute insensate things.,4,25
W. WORDSWORTH.,Her virgin bosom swell;,4,23
T. CAMPBELL.,The water-wraith was shrieking;,4,31
T. CAMPBELL.,Their trampling sounded nearer.,4,31
T. CAMPBELL.,Of waters fast prevailing:,4,26
T. CAMPBELL.,"""Across this stormy water:",4,26
T. CAMPBELL.,"My daughter!—O my daughter!""",4,28
T. CAMPBELL.,Return or aid preventing:,4,25
SIR W. SCOTT.,For Jock o' Hazeldean.,4,22
SIR W. SCOTT.,And lord of Langley-dale;,4,25
SIR W. SCOTT.,For Jock o' Hazeldean.,4,22
SIR W. SCOTT.,For Jock o' Hazeldean.,4,22
SIR W. SCOTT.,The tapers glimmer'd fair;,4,26
SIR W. SCOTT.,Wi' Jock o' Hazeldean.,4,22
P.B. SHELLEY.,With a sweet emotion;,4,21
T. MOORE.,To Music at night,4,17
T. MOORE.,And far more sweet,4,18
T. CAMPBELL.,"Companion of retiring day,",4,26
T. CAMPBELL.,Of Love's delicious witchery.,4,29
P.B. SHELLEY.,Swift be thy flight!,4,20
P.B. SHELLEY.,I sigh'd for thee;,4,18
P.B. SHELLEY.,I sigh'd for thee.,4,18
LORD BYRON.,When we two parted,4,18
LORD BYRON.,"In silence and tears,",4,21
LORD BYRON.,"To sever for years,",4,19
LORD BYRON.,Truly that hour foretold,4,24
LORD BYRON.,Too deeply to tell.,4,19
LORD BYRON.,In secret we met:,4,17
LORD BYRON.,In silence I grieve,4,19
LORD BYRON.,With silence and tears.,4,23
J. KEATS.,"In a drear-nighted December,",4,28
J. KEATS.,"Too happy, happy Tree",4,21
J. KEATS.,Thy branches ne'er remember,4,27
J. KEATS.,In a drear-nighted December,4,27
J. KEATS.,"Too happy, happy Brook",4,22
J. KEATS.,Thy bubblings ne'er remember,4,28
J. KEATS.,About the frozen time.,4,22
SIR W. SCOTT.,Whom the fates sever,4,20
SIR W. SCOTT.,"Sounds the far billow,",4,22
SIR W. SCOTT.,Where early violets die,4,23
SIR W. SCOTT.,Cool streams are laving:,4,24
SIR W. SCOTT.,Scarce are boughs waving;,4,25
SIR W. SCOTT.,Never again to wake,4,19
SIR W. SCOTT.,"Ruin, and leave her?",4,20
SIR W. SCOTT.,"In the lost battle,",4,19
SIR W. SCOTT.,Where mingles war's rattle,4,26
SIR W. SCOTT.,Ere life be parted:,4,19
SIR W. SCOTT.,Shame and dishonour sit,4,23
SIR W. SCOTT.,By his grave ever;,4,18
SIR W. SCOTT.,Blessing shall hallow it,4,24
J. KEATS.,Alone and palely loitering?,4,27
J. KEATS.,And no birds sing.,4,18
J. KEATS.,And the harvest's done.,4,23
J. KEATS.,"Full beautiful—a faery's child,",4,31
J. KEATS.,And made sweet moan.,4,20
J. KEATS.,'I love thee true.',4,19
J. KEATS.,Hath thee in thrall!',4,21
J. KEATS.,"Alone and palely loitering,",4,27
J. KEATS.,"And no birds sing.""",4,19
SIR W. SCOTT.,"Upon the river shore,",4,21
SIR W. SCOTT.,"Said ""Adieu for evermore,",4,25
SIR W. SCOTT.,"And adieu for evermore.""",4,24
P.B. SHELLEY.,As music and splendour,4,22
P.B. SHELLEY.,The heart's echoes render,4,25
P.B. SHELLEY.,Or the mournful surges,4,22
P.B. SHELLEY.,O Love! who bewailest,4,21
SIR W. SCOTT.,"Returns each whisper spoken,",4,28
T. CAMPBELL.,His coming to discover:,4,23
LORD BYRON.,"In carelessness or mirth,",4,25
LORD BYRON.,As fervently as thou,4,20
LORD BYRON.,Uphold thy drooping head;,4,25
LORD BYRON.,Than thus remember thee!,4,24
LORD BYRON.,"Returns again to me,",4,20
P.B. SHELLEY.,"For prudence to smother,",4,24
P.B. SHELLEY.,Than that from another.,4,23
SIR W. SCOTT.,Pibroch of Donuil Dhu,4,21
SIR W. SCOTT.,"Come away, come away,",4,21
SIR W. SCOTT.,Hark to the summons!,4,20
SIR W. SCOTT.,"Come in your war-array,",4,23
SIR W. SCOTT.,From mountain so rocky;,4,23
SIR W. SCOTT.,The war-pipe and pennon,4,23
SIR W. SCOTT.,"Come every hill-plaid, and",4,26
SIR W. SCOTT.,"Leave untended the herd,",4,24
SIR W. SCOTT.,The flock without shelter;,4,26
SIR W. SCOTT.,"Leave the corpse uninterr'd,",4,28
SIR W. SCOTT.,Leave nets and barges:,4,22
SIR W. SCOTT.,"Faster come, faster come,",4,25
SIR W. SCOTT.,See how they gather!,4,20
SIR W. SCOTT.,Forward each man set!,4,21
SIR W. SCOTT.,Pibroch of Donuil Dhu,4,21
SIR W. SCOTT.,Knell for the onset!,4,20
A. CUNNINGHAM,The lightning flashes free—,4,27
A. CUNNINGHAM,Our heritage the sea.,4,21
T. CAMPBELL.,Ye Mariners of England,4,22
T. CAMPBELL.,To match another foe:,4,21
T. CAMPBELL.,"Britannia needs no bulwarks,",4,28
T. CAMPBELL.,Shall yet terrific burn;,4,24
T. CAMPBELL.,"Then, then, ye ocean-warriors!",4,30
T. CAMPBELL.,To anticipate the scene;,4,24
T. CAMPBELL.,From its adamantine lips,4,24
T. CAMPBELL.,Like the hurricane eclipse,4,26
T. CAMPBELL.,Or in conflagration pale,4,24
T. CAMPBELL.,And make submission meet,4,24
W. WORDSWORTH.,When empty terrors overawe;,4,27
W. WORDSWORTH.,The spirit of self-sacrifice;,4,29
T. CAMPBELL.,"Of Iser, rolling rapidly.",4,25
T. CAMPBELL.,"Of Iser, rolling rapidly.",4,25
R. SOUTHEY.,His little grandchild Wilhelmine.,4,33
R. SOUTHEY.,Who stood expectant by;,4,23
R. SOUTHEY.,Young Peterkin he cries;,4,24
R. SOUTHEY.,And newborn baby died:,4,22
R. SOUTHEY.,At every famous victory.,4,24
R. SOUTHEY.,After a famous victory.,4,23
W. WORDSWORTH.,A running huntsman merry;,4,25
W. WORDSWORTH.,For husbandry or tillage;,4,25
W. WORDSWORTH.,Upon the village common.,4,24
W. WORDSWORTH.,"How patiently you've waited,",4,28
W. WORDSWORTH.,A tale in everything.,4,21
W. WORDSWORTH.,Received my proffer'd aid.,4,26
W. WORDSWORTH.,And vainly had endeavour'd.,4,27
W. WORDSWORTH.,With coldness still returning;,4,30
T. MOORE.,"When eastward darkly going,",4,27
T. HOOD.,"I remember, I remember",4,22
T. HOOD.,"I remember, I remember",4,22
T. HOOD.,"I remember, I remember",4,22
T. HOOD.,"I remember, I remember",4,22
T. MOORE.,"The smiles, the tears",4,21
T. MOORE.,"The eyes that shone,",4,20
T. MOORE.,"Now dimm'd and gone,",4,20
T. MOORE.,When I remember all,4,19
T. MOORE.,I feel like one,4,15
T. MOORE.,"Whose lights are fled,",4,22
P.B. SHELLEY.,"Rarely, rarely, comest thou,",4,28
P.B. SHELLEY.,Win thee back again?,4,20
P.B. SHELLEY.,"Of a trembling leaf,",4,20
P.B. SHELLEY.,To a merry measure;—,4,20
P.B. SHELLEY.,And the starry night;,4,21
P.B. SHELLEY.,Of the radiant frost;,4,21
P.B. SHELLEY.,Untainted by man's misery.,4,26
P.B. SHELLEY.,"I love tranquil solitude,",4,25
P.B. SHELLEY.,Between thee and me,4,19
P.B. SHELLEY.,"Spirit, I love thee—",4,20
P.B. SHELLEY.,Around its unexpanded buds;,4,27
R. SOUTHEY.,"Around me I behold,",4,19
J. KEATS.,"Nobody knew whither, till",4,25
J. KEATS.,An astrologer's old quill,4,25
J. KEATS.,Underneath a new-old Sign,4,25
SIR W. SCOTT.,"—""When six braw gentlemen",4,25
SIR W. SCOTT.,"Kirkward shall carry ye.""",4,25
SIR W. SCOTT.,Shall light thee steady;,4,24
T. HOOD.,Gone to her death!,4,18
T. HOOD.,"Take her up tenderly,",4,21
T. HOOD.,Lift her with care;,4,19
T. HOOD.,"Young, and so fair!",4,19
T. HOOD.,Look at her garments,4,20
T. HOOD.,Whilst the wave constantly,4,26
T. HOOD.,Drips from her clothing;,4,24
T. HOOD.,"Take her up instantly,",4,22
T. HOOD.,Touch her not scornfully;,4,25
T. HOOD.,"Think of her mournfully,",4,24
T. HOOD.,Now is pure womanly.,4,20
T. HOOD.,Make no deep scrutiny,4,21
T. HOOD.,One of Eve's family—,4,20
T. HOOD.,Loop up her tresses,4,19
T. HOOD.,"Escaped from the comb,",4,22
T. HOOD.,Her fair auburn tresses;,4,24
T. HOOD.,Where was her home?,4,19
T. HOOD.,Who was her father?,4,19
T. HOOD.,Who was her mother?,4,19
T. HOOD.,Had she a sister?,4,17
T. HOOD.,Had she a brother?,4,18
T. HOOD.,"Yet, than all other?",4,20
T. HOOD.,Alas! for the rarity,4,20
T. HOOD.,O! it was pitiful!,4,18
T. HOOD.,Home she had none.,4,18
T. HOOD.,"Love, by harsh evidence,",4,24
T. HOOD.,Thrown from its eminence;,4,25
T. HOOD.,Where the lamps quiver,4,22
T. HOOD.,With many a light,4,17
T. HOOD.,"From window and casement,",4,25
T. HOOD.,"From garret to basement,",4,24
T. HOOD.,"She stood, with amazement,",4,26
T. HOOD.,"Mad from life's history,",4,24
T. HOOD.,"Glad to death's mystery,",4,24
T. HOOD.,Swift to be hurl'd—,4,19
T. HOOD.,"Any where, any where",4,20
T. HOOD.,Out of the world!,4,17
T. HOOD.,"In she plunged boldly,",4,22
T. HOOD.,No matter how coldly,4,20
T. HOOD.,"The rough river ran,",4,20
T. HOOD.,"Then, if you can!",4,17
T. HOOD.,"Take her up tenderly,",4,21
T. HOOD.,Lift her with care;,4,19
T. HOOD.,"Young, and so fair!",4,19
T. HOOD.,Ere her limbs frigidly,4,22
T. HOOD.,Smooth and compose them;,4,24
T. HOOD.,Last look of despairing,4,23
T. HOOD.,—Cross her hands humbly,4,23
T. HOOD.,"As if praying dumbly,",4,21
T. HOOD.,"And leaving, with meekness,",4,27
C. LAMB.,That flush'd her spirit:,4,24
C. LAMB.,Nature had blest her.,4,21
C. LAMB.,Ye could not Hester.,4,20
SIR W. SCOTT.,"Like a summer-dried fountain,",4,29
SIR W. SCOTT.,To Duncan no morrow!,4,20
SIR W. SCOTT.,Wails manhood in glory.,4,23
SIR W. SCOTT.,The autumn winds rushing,4,24
SIR W. SCOTT.,When blighting was nearest.,4,27
SIR W. SCOTT.,"Sage counsel in cumber,",4,23
T. HOOD.,Another morn than ours.,4,23
SIR W. SCOTT.,"Shone every pillar foliage-bound,",4,33
C. LAMB.,Through glasses of mortality.,4,29
C. LAMB.,Woman's self in miniature!,4,26
C. LAMB.,"—Mother's prattle, mother's kiss,",4,33
C. LAMB.,A more harmless vanity?,4,23
W. WORDSWORTH.,"Ingenuous, innocent, and bold:",4,30
W. WORDSWORTH.,Inheritest the lion's den;,4,26
SIR W. SCOTT.,"Merrily merrily mingle they,",4,28
P.B. SHELLEY.,"Bird thou never wert,",4,21
P.B. SHELLEY.,Pourest thy full heart,4,22
P.B. SHELLEY.,Higher still and higher,4,23
P.B. SHELLEY.,In the golden lightning,4,23
P.B. SHELLEY.,Of the sunken sun,4,17
P.B. SHELLEY.,The pale purple even,4,20
P.B. SHELLEY.,Melts around thy flight;,4,24
P.B. SHELLEY.,In the broad daylight,4,21
P.B. SHELLEY.,"Of that silver sphere,",4,22
P.B. SHELLEY.,Whose intense lamp narrows,4,26
P.B. SHELLEY.,From one lonely cloud,4,21
P.B. SHELLEY.,Like a poet hidden,4,18
P.B. SHELLEY.,Like a high-born maiden,4,23
P.B. SHELLEY.,"In a palace tower,",4,18
P.B. SHELLEY.,Soul in secret hour,4,19
P.B. SHELLEY.,Like a glow-worm golden,4,23
P.B. SHELLEY.,Like a rose embower'd,4,21
P.B. SHELLEY.,"By warm winds deflower'd,",4,25
P.B. SHELLEY.,Sound of vernal showers,4,23
P.B. SHELLEY.,"On the twinkling grass,",4,23
P.B. SHELLEY.,All that ever was,4,17
P.B. SHELLEY.,I have never heard,4,18
P.B. SHELLEY.,But an empty vaunt—,4,19
P.B. SHELLEY.,Of thy happy strain?,4,20
P.B. SHELLEY.,Never came near thee:,4,21
P.B. SHELLEY.,"Than we mortals dream,",4,22
P.B. SHELLEY.,Better than all measures,4,24
P.B. SHELLEY.,Better than all treasures,4,25
W. WORDSWORTH.,"Of Spring's unclouded weather,",4,30
W. WORDSWORTH.,Presiding Spirit here to-day,4,28
W. WORDSWORTH.,Thyself thy own enjoyment.,4,26
W. WORDSWORTH.,"Shadows and sunny glimmerings,",4,30
W. WORDSWORTH.,"A voice, a mystery;",4,19
W. WORDSWORTH.,That golden time again.,4,23
W. WORDSWORTH.,Again appears to be,4,19
W. WORDSWORTH.,"An unsubstantial, fairy place;",4,30
J. KEATS.,In some melodious plot,4,22
J. KEATS.,"And mid-May's eldest child,",4,27
J. KEATS.,In such an ecstasy!,4,19
J. KEATS.,In the next valley-glades:,4,26
W. WORDSWORTH.,Benignity and home-bred sense,4,29
W. WORDSWORTH.,Ripening in perfect innocence.,4,30
W. WORDSWORTH.,Yon solitary Highland Lass!,4,27
W. WORDSWORTH.,Among the farthest Hebrides.,4,28
W. WORDSWORTH.,And battles long ago:,4,21
W. WORDSWORTH.,Familiar matter of to-day?,4,26
P.B. SHELLEY.,"From Prospero's enchanted cell,",4,31
P.B. SHELLEY.,Like a living meteor.,4,21
P.B. SHELLEY.,In her interlunar swoon,4,23
P.B. SHELLEY.,On the wind-swept Apennine;,4,27
P.B. SHELLEY.,Whispering in enamour'd tone,4,28
P.B. SHELLEY.,And the many-voicéd fountains;,4,30
P.B. SHELLEY.,That seldom-heard mysterious sound,4,34
W. WORDSWORTH.,"For thou art worthy,",4,20
W. WORDSWORTH.,Thoughts of thy raising;,4,24
W. WORDSWORTH.,While I am gazing.,4,18
W. WORDSWORTH.,"The freak is over,",4,18
W. WORDSWORTH.,In fight to cover.,4,18
W. WORDSWORTH.,In heaven above thee!,4,21
W. WORDSWORTH.,Who shall reprove thee!,4,23
W. WORDSWORTH.,Of thy meek nature!,4,19
T. CAMPBELL.,"Rosy Summer next advancing,",4,27
T. CAMPBELL.,On Calpe's olive-shaded steep,4,29
T. CAMPBELL.,Or India's citron-cover'd isles.,4,32
T. CAMPBELL.,"More remote and buxom-brown,",4,28
T. CAMPBELL.,Deflowering Nature's grassy robe,4,32
T. CAMPBELL.,Implores thy dreadful deity—,4,28
T. CAMPBELL.,Archangel! Power of desolation!,4,31
T. CAMPBELL.,"Say, hath mortal invocation",4,27
W. WORDSWORTH.,"The mazy Forth unravell'd,",4,26
W. WORDSWORTH.,We'll wander Scotland thorough;,4,31
W. WORDSWORTH.,"To-day, nor yet to-morrow;",4,26
W. WORDSWORTH.,'Twill be another Yarrow.,4,25
W. WORDSWORTH.,And yet be melancholy;,4,22
W. WORDSWORTH.,A tender hazy brightness;,4,25
W. WORDSWORTH.,"The water-Wraith ascended thrice,",4,33
W. WORDSWORTH.,"Bear witness, rueful Yarrow!",4,28
W. WORDSWORTH.,"Behold a ruin hoary,",4,20
W. WORDSWORTH.,Renown'd in Border story.,4,25
W. WORDSWORTH.,A covert for protection,4,23
W. WORDSWORTH.,And every chaste affection!,4,27
W. WORDSWORTH.,Thy ever-youthful waters keep,4,29
W. WORDSWORTH.,Accordant to the measure.,4,25
W. WORDSWORTH.,"Thy genuine image, Yarrow!",4,26
